from,to,value,type,lng1,lat1,lng2,lat2
洛阳,苏州,1.47,move_out,112.447525,34.657368,120.619907,31.317987
洛阳,上海,1.35,move_out,112.447525,34.657368,121.487899,31.249162
洛阳,武汉,1.03,move_out,112.447525,34.657368,114.3162,30.581084
洛阳,滁州,0.81,move_out,112.447525,34.657368,118.32457,32.317351
洛阳,晋城,0.8,move_out,112.447525,34.657368,112.867333,35.499834
洛阳,天津,0.73,move_out,112.447525,34.657368,117.210813,39.14393
洛阳,运城,0.7,move_out,112.447525,34.657368,111.006854,35.038859
洛阳,南京,0.54,move_out,112.447525,34.657368,118.778074,32.057236
洛阳,西安,2.64,move_in,112.447525,34.657368,108.953098,34.2778
洛阳,北京,1.47,move_in,112.447525,34.657368,116.395645,39.929986
洛阳,运城,1.13,move_in,112.447525,34.657368,111.006854,35.038859
洛阳,晋城,0.8,move_in,112.447525,34.657368,112.867333,35.499834
洛阳,武汉,0.69,move_in,112.447525,34.657368,114.3162,30.581084
洛阳,渭南,0.69,move_in,112.447525,34.657368,109.483933,34.502358
洛阳,上海,0.64,move_in,112.447525,34.657368,121.487899,31.249162
洛阳,苏州,0.49,move_in,112.447525,34.657368,120.619907,31.317987
洛阳,临汾,0.49,move_in,112.447525,34.657368,111.538788,36.099745
洛阳,菏泽,0.48,move_in,112.447525,34.657368,115.46336,35.26244
商丘,苏州,5.49,move_out,115.641886,34.438589,120.619907,31.317987
商丘,上海,3.99,move_out,115.641886,34.438589,121.487899,31.249162
商丘,北京,3.17,move_out,115.641886,34.438589,116.395645,39.929986
商丘,亳州,2.25,move_out,115.641886,34.438589,115.787928,33.871211
商丘,菏泽,2.14,move_out,115.641886,34.438589,115.46336,35.26244
商丘,徐州,1.75,move_out,115.641886,34.438589,117.188107,34.271553
商丘,宿州,1.7,move_out,115.641886,34.438589,116.988692,33.636772
商丘,滁州,1.69,move_out,115.641886,34.438589,118.32457,32.317351
商丘,宁波,1.55,move_out,115.641886,34.438589,121.579006,29.885259
商丘,杭州,1.31,move_out,115.641886,34.438589,120.219375,30.259244
商丘,菏泽,5.7,move_in,115.641886,34.438589,115.46336,35.26244
商丘,亳州,4.06,move_in,115.641886,34.438589,115.787928,33.871211
商丘,宿州,3.29,move_in,115.641886,34.438589,116.988692,33.636772
商丘,北京,2.03,move_in,115.641886,34.438589,116.395645,39.929986
商丘,淮北,1.86,move_in,115.641886,34.438589,116.791447,33.960023
商丘,徐州,1.84,move_in,115.641886,34.438589,117.188107,34.271553
商丘,苏州,1.72,move_in,115.641886,34.438589,120.619907,31.317987
商丘,上海,1.63,move_in,115.641886,34.438589,121.487899,31.249162
商丘,阜阳,0.87,move_in,115.641886,34.438589,115.820932,32.901211
商丘,西安,0.79,move_in,115.641886,34.438589,108.953098,34.2778
许昌,北京,2.34,move_out,113.835312,34.02674,116.395645,39.929986
许昌,上海,1.28,move_out,113.835312,34.02674,121.487899,31.249162
许昌,西安,1.26,move_out,113.835312,34.02674,108.953098,34.2778
许昌,武汉,1.03,move_out,113.835312,34.02674,114.3162,30.581084
许昌,苏州,0.95,move_out,113.835312,34.02674,120.619907,31.317987
许昌,滁州,0.88,move_out,113.835312,34.02674,118.32457,32.317351
许昌,广州,0.4,move_out,113.835312,34.02674,113.30765,23.120049
许昌,深圳,0.4,move_out,113.835312,34.02674,114.025974,22.546054
许昌,南京,0.38,move_out,113.835312,34.02674,118.778074,32.057236
许昌,天津,0.32,move_out,113.835312,34.02674,117.210813,39.14393
许昌,北京,1.48,move_in,113.835312,34.02674,116.395645,39.929986
许昌,西安,1.01,move_in,113.835312,34.02674,108.953098,34.2778
许昌,武汉,0.76,move_in,113.835312,34.02674,114.3162,30.581084
许昌,上海,0.5,move_in,113.835312,34.02674,121.487899,31.249162
许昌,邯郸,0.37,move_in,113.835312,34.02674,114.482694,36.609308
许昌,苏州,0.33,move_in,113.835312,34.02674,120.619907,31.317987
许昌,保定,0.32,move_in,113.835312,34.02674,115.49481,38.886565
许昌,阜阳,0.3,move_in,113.835312,34.02674,115.820932,32.901211
许昌,宜昌,0.29,move_in,113.835312,34.02674,111.310981,30.732758
许昌,菏泽,0.28,move_in,113.835312,34.02674,115.46336,35.26244
荆州,岳阳,4.23,move_out,112.241866,30.332591,113.146196,29.378007
荆州,深圳,4.03,move_out,112.241866,30.332591,114.025974,22.546054
荆州,长沙,3.95,move_out,112.241866,30.332591,112.979353,28.213478
荆州,广州,3.36,move_out,112.241866,30.332591,113.30765,23.120049
荆州,东莞,2.52,move_out,112.241866,30.332591,113.763434,23.043024
荆州,常德,2.36,move_out,112.241866,30.332591,111.653718,29.012149
荆州,重庆,1.21,move_out,112.241866,30.332591,106.530635,29.544606
荆州,佛山,1.17,move_out,112.241866,30.332591,113.134026,23.035095
荆州,上海,1.14,move_out,112.241866,30.332591,121.487899,31.249162
荆州,北京,0.93,move_out,112.241866,30.332591,116.395645,39.929986
荆州,岳阳,5.54,move_in,112.241866,30.332591,113.146196,29.378007
荆州,常德,4.67,move_in,112.241866,30.332591,111.653718,29.012149
荆州,重庆,2.28,move_in,112.241866,30.332591,106.530635,29.544606
荆州,长沙,2.23,move_in,112.241866,30.332591,112.979353,28.213478
荆州,广州,1.63,move_in,112.241866,30.332591,113.30765,23.120049
荆州,深圳,1.21,move_in,112.241866,30.332591,114.025974,22.546054
荆州,益阳,0.91,move_in,112.241866,30.332591,112.366547,28.588088
荆州,张家界,0.88,move_in,112.241866,30.332591,110.48162,29.124889
荆州,株洲,0.73,move_in,112.241866,30.332591,113.131695,27.827433
荆州,上海,0.69,move_in,112.241866,30.332591,121.487899,31.249162
长沙,武汉,3.52,move_out,112.979353,28.213478,114.3162,30.581084
长沙,深圳,3.05,move_out,112.979353,28.213478,114.025974,22.546054
长沙,广州,3.03,move_out,112.979353,28.213478,113.30765,23.120049
长沙,东莞,1.4,move_out,112.979353,28.213478,113.763434,23.043024
长沙,北京,1.38,move_out,112.979353,28.213478,116.395645,39.929986
长沙,南昌,1.22,move_out,112.979353,28.213478,115.893528,28.689578
长沙,萍乡,1.19,move_out,112.979353,28.213478,113.859917,27.639544
长沙,宜春,1.12,move_out,112.979353,28.213478,114.400039,27.81113
长沙,上海,1.06,move_out,112.979353,28.213478,121.487899,31.249162
长沙,佛山,0.8,move_out,112.979353,28.213478,113.134026,23.035095
长沙,萍乡,1.07,move_in,112.979353,28.213478,113.859917,27.639544
长沙,武汉,1.04,move_in,112.979353,28.213478,114.3162,30.581084
长沙,宜春,0.86,move_in,112.979353,28.213478,114.400039,27.81113
长沙,广州,0.84,move_in,112.979353,28.213478,113.30765,23.120049
长沙,荆州,0.83,move_in,112.979353,28.213478,112.241866,30.332591
长沙,深圳,0.56,move_in,112.979353,28.213478,114.025974,22.546054
长沙,重庆,0.46,move_in,112.979353,28.213478,106.530635,29.544606
长沙,桂林,0.42,move_in,112.979353,28.213478,110.26092,25.262901
长沙,南昌,0.4,move_in,112.979353,28.213478,115.893528,28.689578
长沙,北京,0.39,move_in,112.979353,28.213478,116.395645,39.929986
衡阳,广州,15.45,move_out,112.583819,26.898164,113.30765,23.120049
衡阳,深圳,8.97,move_out,112.583819,26.898164,114.025974,22.546054
衡阳,东莞,7.04,move_out,112.583819,26.898164,113.763434,23.043024
衡阳,佛山,5.63,move_out,112.583819,26.898164,113.134026,23.035095
衡阳,中山,3.31,move_out,112.583819,26.898164,113.42206,22.545178
衡阳,清远,2.67,move_out,112.583819,26.898164,113.040773,23.698469
衡阳,惠州,1.46,move_out,112.583819,26.898164,114.410658,23.11354
衡阳,韶关,1.34,move_out,112.583819,26.898164,113.594461,24.80296
衡阳,桂林,0.95,move_out,112.583819,26.898164,110.26092,25.262901
衡阳,武汉,0.75,move_out,112.583819,26.898164,114.3162,30.581084
衡阳,广州,5.05,move_in,112.583819,26.898164,113.30765,23.120049
衡阳,深圳,2.03,move_in,112.583819,26.898164,114.025974,22.546054
衡阳,桂林,1.72,move_in,112.583819,26.898164,110.26092,25.262901
衡阳,东莞,1.69,move_in,112.583819,26.898164,113.763434,23.043024
衡阳,佛山,1.53,move_in,112.583819,26.898164,113.134026,23.035095
衡阳,中山,1.03,move_in,112.583819,26.898164,113.42206,22.545178
衡阳,韶关,0.79,move_in,112.583819,26.898164,113.594461,24.80296
衡阳,武汉,0.78,move_in,112.583819,26.898164,114.3162,30.581084
衡阳,吉安,0.68,move_in,112.583819,26.898164,114.992039,27.113848
衡阳,重庆,0.54,move_in,112.583819,26.898164,106.530635,29.544606
镇江,上海,8.88,move_out,119.455835,32.204409,121.487899,31.249162
镇江,杭州,1.34,move_out,119.455835,32.204409,120.219375,30.259244
镇江,合肥,0.88,move_out,119.455835,32.204409,117.282699,31.866942
镇江,滁州,0.8,move_out,119.455835,32.204409,118.32457,32.317351
镇江,北京,0.74,move_out,119.455835,32.204409,116.395645,39.929986
镇江,嘉兴,0.66,move_out,119.455835,32.204409,120.760428,30.773992
镇江,武汉,0.52,move_out,119.455835,32.204409,114.3162,30.581084
镇江,芜湖,0.51,move_out,119.455835,32.204409,118.384108,31.36602
镇江,宁波,0.51,move_out,119.455835,32.204409,121.579006,29.885259
镇江,湖州,0.44,move_out,119.455835,32.204409,120.137243,30.877925
镇江,上海,3.14,move_in,119.455835,32.204409,121.487899,31.249162
镇江,滁州,1.88,move_in,119.455835,32.204409,118.32457,32.317351
镇江,宿州,1.14,move_in,119.455835,32.204409,116.988692,33.636772
镇江,杭州,0.92,move_in,119.455835,32.204409,120.219375,30.259244
镇江,六安,0.92,move_in,119.455835,32.204409,116.505253,31.755558
镇江,蚌埠,0.81,move_in,119.455835,32.204409,117.35708,32.929499
镇江,宣城,0.73,move_in,119.455835,32.204409,118.752096,30.951642
镇江,巢湖,0.71,move_in,119.455835,32.204409,117.88049,31.608733
镇江,亳州,0.67,move_in,119.455835,32.204409,115.787928,33.871211
镇江,安庆,0.65,move_in,119.455835,32.204409,117.058739,30.537898
南通,上海,31.39,move_out,120.873801,32.014665,121.487899,31.249162
南通,杭州,1.63,move_out,120.873801,32.014665,120.219375,30.259244
南通,北京,1.08,move_out,120.873801,32.014665,116.395645,39.929986
南通,嘉兴,0.76,move_out,120.873801,32.014665,120.760428,30.773992
南通,宁波,0.76,move_out,120.873801,32.014665,121.579006,29.885259
南通,合肥,0.56,move_out,120.873801,32.014665,117.282699,31.866942
南通,青岛,0.48,move_out,120.873801,32.014665,120.384428,36.105215
南通,湖州,0.35,move_out,120.873801,32.014665,120.137243,30.877925
南通,武汉,0.35,move_out,120.873801,32.014665,114.3162,30.581084
南通,绍兴,0.31,move_out,120.873801,32.014665,120.592467,30.002365
南通,上海,14.66,move_in,120.873801,32.014665,121.487899,31.249162
南通,宿州,2.5,move_in,120.873801,32.014665,116.988692,33.636772
南通,商丘,1.36,move_in,120.873801,32.014665,115.641886,34.438589
南通,杭州,1.24,move_in,120.873801,32.014665,120.219375,30.259244
南通,临沂,1.1,move_in,120.873801,32.014665,118.340768,35.072409
南通,亳州,0.98,move_in,120.873801,32.014665,115.787928,33.871211
南通,蚌埠,0.85,move_in,120.873801,32.014665,117.35708,32.929499
南通,北京,0.79,move_in,120.873801,32.014665,116.395645,39.929986
南通,菏泽,0.76,move_in,120.873801,32.014665,115.46336,35.26244
南通,滁州,0.73,move_in,120.873801,32.014665,118.32457,32.317351
淮安,上海,11.01,move_out,119.030186,33.606513,121.487899,31.249162
淮安,滁州,1.39,move_out,119.030186,33.606513,118.32457,32.317351
淮安,杭州,1.05,move_out,119.030186,33.606513,120.219375,30.259244
淮安,北京,0.72,move_out,119.030186,33.606513,116.395645,39.929986
淮安,临沂,0.56,move_out,119.030186,33.606513,118.340768,35.072409
淮安,合肥,0.5,move_out,119.030186,33.606513,117.282699,31.866942
淮安,嘉兴,0.46,move_out,119.030186,33.606513,120.760428,30.773992
淮安,青岛,0.46,move_out,119.030186,33.606513,120.384428,36.105215
淮安,宁波,0.44,move_out,119.030186,33.606513,121.579006,29.885259
淮安,济南,0.35,move_out,119.030186,33.606513,117.024967,36.682785
淮安,上海,3.38,move_in,119.030186,33.606513,121.487899,31.249162
淮安,滁州,2.68,move_in,119.030186,33.606513,118.32457,32.317351
淮安,临沂,1.08,move_in,119.030186,33.606513,118.340768,35.072409
淮安,宿州,0.78,move_in,119.030186,33.606513,116.988692,33.636772
淮安,杭州,0.75,move_in,119.030186,33.606513,120.219375,30.259244
淮安,北京,0.73,move_in,119.030186,33.606513,116.395645,39.929986
淮安,合肥,0.58,move_in,119.030186,33.606513,117.282699,31.866942
淮安,蚌埠,0.58,move_in,119.030186,33.606513,117.35708,32.929499
淮安,青岛,0.55,move_in,119.030186,33.606513,120.384428,36.105215
淮安,商丘,0.48,move_in,119.030186,33.606513,115.641886,34.438589
南昌,上海,4.11,move_out,115.893528,28.689578,121.487899,31.249162
南昌,深圳,2.94,move_out,115.893528,28.689578,114.025974,22.546054
南昌,武汉,2.76,move_out,115.893528,28.689578,114.3162,30.581084
南昌,杭州,2.17,move_out,115.893528,28.689578,120.219375,30.259244
南昌,广州,2.09,move_out,115.893528,28.689578,113.30765,23.120049
南昌,长沙,1.99,move_out,115.893528,28.689578,112.979353,28.213478
南昌,北京,1.66,move_out,115.893528,28.689578,116.395645,39.929986
南昌,东莞,1.36,move_out,115.893528,28.689578,113.763434,23.043024
南昌,苏州,1.24,move_out,115.893528,28.689578,120.619907,31.317987
南昌,南京,1.11,move_out,115.893528,28.689578,118.778074,32.057236
南昌,武汉,1.19,move_in,115.893528,28.689578,114.3162,30.581084
南昌,长沙,1.11,move_in,115.893528,28.689578,112.979353,28.213478
南昌,上海,0.96,move_in,115.893528,28.689578,121.487899,31.249162
南昌,杭州,0.77,move_in,115.893528,28.689578,120.219375,30.259244
南昌,深圳,0.72,move_in,115.893528,28.689578,114.025974,22.546054
南昌,北京,0.67,move_in,115.893528,28.689578,116.395645,39.929986
南昌,广州,0.56,move_in,115.893528,28.689578,113.30765,23.120049
南昌,安庆,0.55,move_in,115.893528,28.689578,117.058739,30.537898
南昌,黄冈,0.53,move_in,115.893528,28.689578,114.906618,30.446109
南昌,厦门,0.5,move_in,115.893528,28.689578,118.103886,24.489231
新余,深圳,7.2,move_out,114.947117,27.822322,114.025974,22.546054
新余,上海,3.08,move_out,114.947117,27.822322,121.487899,31.249162
新余,广州,2.3,move_out,114.947117,27.822322,113.30765,23.120049
新余,东莞,2.14,move_out,114.947117,27.822322,113.763434,23.043024
新余,长沙,2.13,move_out,114.947117,27.822322,112.979353,28.213478
新余,温州,1.54,move_out,114.947117,27.822322,120.690635,28.002838
新余,杭州,1.48,move_out,114.947117,27.822322,120.219375,30.259244
新余,株洲,1.16,move_out,114.947117,27.822322,113.131695,27.827433
新余,金华,1,move_out,114.947117,27.822322,119.652576,29.102899
新余,武汉,0.9,move_out,114.947117,27.822322,114.3162,30.581084
新余,长沙,2.32,move_in,114.947117,27.822322,112.979353,28.213478
新余,深圳,1.28,move_in,114.947117,27.822322,114.025974,22.546054
新余,上海,1.24,move_in,114.947117,27.822322,121.487899,31.249162
新余,金华,0.79,move_in,114.947117,27.822322,119.652576,29.102899
新余,杭州,0.76,move_in,114.947117,27.822322,120.219375,30.259244
新余,株洲,0.73,move_in,114.947117,27.822322,113.131695,27.827433
新余,广州,0.71,move_in,114.947117,27.822322,113.30765,23.120049
新余,温州,0.67,move_in,114.947117,27.822322,120.690635,28.002838
新余,武汉,0.55,move_in,114.947117,27.822322,114.3162,30.581084
新余,重庆,0.49,move_in,114.947117,27.822322,106.530635,29.544606
通化,沈阳,10.55,move_out,125.94265,41.736397,123.432791,41.808645
通化,北京,3.94,move_out,125.94265,41.736397,116.395645,39.929986
通化,大连,3.85,move_out,125.94265,41.736397,121.593478,38.94871
通化,天津,2.57,move_out,125.94265,41.736397,117.210813,39.14393
通化,抚顺,2.37,move_out,125.94265,41.736397,123.92982,41.877304
通化,丹东,2.19,move_out,125.94265,41.736397,124.338543,40.129023
通化,本溪,1.81,move_out,125.94265,41.736397,123.778062,41.325838
通化,哈尔滨,1.24,move_out,125.94265,41.736397,126.657717,45.773225
通化,秦皇岛,0.75,move_out,125.94265,41.736397,119.604368,39.945462
通化,鞍山,0.74,move_out,125.94265,41.736397,123.007763,41.118744
通化,沈阳,6.36,move_in,125.94265,41.736397,123.432791,41.808645
通化,丹东,4.93,move_in,125.94265,41.736397,124.338543,40.129023
通化,大连,3.49,move_in,125.94265,41.736397,121.593478,38.94871
通化,抚顺,3.31,move_in,125.94265,41.736397,123.92982,41.877304
通化,本溪,2.14,move_in,125.94265,41.736397,123.778062,41.325838
通化,北京,2.09,move_in,125.94265,41.736397,116.395645,39.929986
通化,天津,1.41,move_in,125.94265,41.736397,117.210813,39.14393
通化,哈尔滨,1.37,move_in,125.94265,41.736397,126.657717,45.773225
通化,营口,1.17,move_in,125.94265,41.736397,122.233391,40.668651
通化,铁岭,1.01,move_in,125.94265,41.736397,123.85485,42.299757
锦州,北京,7.48,move_out,121.147749,41.130879,116.395645,39.929986
锦州,天津,2.62,move_out,121.147749,41.130879,117.210813,39.14393
锦州,长春,1.42,move_out,121.147749,41.130879,125.313642,43.898338
锦州,哈尔滨,1.33,move_out,121.147749,41.130879,126.657717,45.773225
锦州,秦皇岛,1.32,move_out,121.147749,41.130879,119.604368,39.945462
锦州,赤峰,1.27,move_out,121.147749,41.130879,118.930761,42.297112
锦州,廊坊,0.94,move_out,121.147749,41.130879,116.703602,39.518611
锦州,通辽,0.93,move_out,121.147749,41.130879,122.260363,43.633756
锦州,唐山,0.79,move_out,121.147749,41.130879,118.183451,39.650531
锦州,深圳,0.48,move_out,121.147749,41.130879,114.025974,22.546054
锦州,北京,3.23,move_in,121.147749,41.130879,116.395645,39.929986
锦州,赤峰,1.85,move_in,121.147749,41.130879,118.930761,42.297112
锦州,秦皇岛,1.51,move_in,121.147749,41.130879,119.604368,39.945462
锦州,天津,1.43,move_in,121.147749,41.130879,117.210813,39.14393
锦州,通辽,1.1,move_in,121.147749,41.130879,122.260363,43.633756
锦州,长春,0.93,move_in,121.147749,41.130879,125.313642,43.898338
锦州,哈尔滨,0.9,move_in,121.147749,41.130879,126.657717,45.773225
锦州,唐山,0.73,move_in,121.147749,41.130879,118.183451,39.650531
锦州,四平,0.58,move_in,121.147749,41.130879,124.391382,43.175525
锦州,承德,0.49,move_in,121.147749,41.130879,117.933822,40.992521
大连,北京,8.27,move_out,121.593478,38.94871,116.395645,39.929986
大连,哈尔滨,6.07,move_out,121.593478,38.94871,126.657717,45.773225
大连,长春,4.64,move_out,121.593478,38.94871,125.313642,43.898338
大连,天津,2.31,move_out,121.593478,38.94871,117.210813,39.14393
大连,烟台,1.92,move_out,121.593478,38.94871,121.309555,37.536562
大连,大庆,1.38,move_out,121.593478,38.94871,125.02184,46.596709
大连,上海,1.33,move_out,121.593478,38.94871,121.487899,31.249162
大连,吉林,1.14,move_out,121.593478,38.94871,126.564544,43.871988
大连,秦皇岛,1.12,move_out,121.593478,38.94871,119.604368,39.945462
大连,齐齐哈尔,1.08,move_out,121.593478,38.94871,123.987289,47.3477
大连,北京,3.26,move_in,121.593478,38.94871,116.395645,39.929986
大连,哈尔滨,2.52,move_in,121.593478,38.94871,126.657717,45.773225
大连,烟台,2.39,move_in,121.593478,38.94871,121.309555,37.536562
大连,长春,2.25,move_in,121.593478,38.94871,125.313642,43.898338
大连,吉林,1.3,move_in,121.593478,38.94871,126.564544,43.871988
大连,赤峰,1.25,move_in,121.593478,38.94871,118.930761,42.297112
大连,威海,1.2,move_in,121.593478,38.94871,122.093958,37.528787
大连,齐齐哈尔,1.17,move_in,121.593478,38.94871,123.987289,47.3477
大连,四平,1.12,move_in,121.593478,38.94871,124.391382,43.175525
大连,绥化,1.11,move_in,121.593478,38.94871,126.989095,46.646064
乌兰察布,北京,6.82,move_out,113.112846,41.022363,116.395645,39.929986
乌兰察布,大同,6.71,move_out,113.112846,41.022363,113.290509,40.113744
乌兰察布,张家口,4.51,move_out,113.112846,41.022363,114.893782,40.811188
乌兰察布,天津,1.51,move_out,113.112846,41.022363,117.210813,39.14393
乌兰察布,朔州,0.94,move_out,113.112846,41.022363,112.479928,39.337672
乌兰察布,太原,0.85,move_out,113.112846,41.022363,112.550864,37.890277
乌兰察布,保定,0.62,move_out,113.112846,41.022363,115.49481,38.886565
乌兰察布,廊坊,0.51,move_out,113.112846,41.022363,116.703602,39.518611
乌兰察布,石家庄,0.47,move_out,113.112846,41.022363,114.522082,38.048958
乌兰察布,承德,0.44,move_out,113.112846,41.022363,117.933822,40.992521
乌兰察布,大同,12.34,move_in,113.112846,41.022363,113.290509,40.113744
乌兰察布,张家口,7.87,move_in,113.112846,41.022363,114.893782,40.811188
乌兰察布,北京,4.68,move_in,113.112846,41.022363,116.395645,39.929986
乌兰察布,朔州,1.96,move_in,113.112846,41.022363,112.479928,39.337672
乌兰察布,天津,1.21,move_in,113.112846,41.022363,117.210813,39.14393
乌兰察布,保定,1.11,move_in,113.112846,41.022363,115.49481,38.886565
乌兰察布,忻州,0.83,move_in,113.112846,41.022363,112.727939,38.461031
乌兰察布,承德,0.75,move_in,113.112846,41.022363,117.933822,40.992521
乌兰察布,太原,0.62,move_in,113.112846,41.022363,112.550864,37.890277
乌兰察布,沧州,0.55,move_in,113.112846,41.022363,116.863806,38.297615
巴彦淖尔,北京,3.64,move_out,107.423807,40.76918,116.395645,39.929986
巴彦淖尔,银川,2.63,move_out,107.423807,40.76918,106.206479,38.502621
巴彦淖尔,榆林,1.1,move_out,107.423807,40.76918,109.745926,38.279439
巴彦淖尔,石嘴山,0.95,move_out,107.423807,40.76918,106.379337,39.020223
巴彦淖尔,天津,0.79,move_out,107.423807,40.76918,117.210813,39.14393
巴彦淖尔,西安,0.7,move_out,107.423807,40.76918,108.953098,34.2778
巴彦淖尔,张家口,0.52,move_out,107.423807,40.76918,114.893782,40.811188
巴彦淖尔,兰州,0.42,move_out,107.423807,40.76918,103.823305,36.064226
巴彦淖尔,保定,0.34,move_out,107.423807,40.76918,115.49481,38.886565
巴彦淖尔,大同,0.33,move_out,107.423807,40.76918,113.290509,40.113744
巴彦淖尔,北京,4.15,move_in,107.423807,40.76918,116.395645,39.929986
巴彦淖尔,银川,3.9,move_in,107.423807,40.76918,106.206479,38.502621
巴彦淖尔,西安,1.31,move_in,107.423807,40.76918,108.953098,34.2778
巴彦淖尔,榆林,1.05,move_in,107.423807,40.76918,109.745926,38.279439
巴彦淖尔,石嘴山,0.95,move_in,107.423807,40.76918,106.379337,39.020223
巴彦淖尔,张家口,0.83,move_in,107.423807,40.76918,114.893782,40.811188
巴彦淖尔,保定,0.8,move_in,107.423807,40.76918,115.49481,38.886565
巴彦淖尔,大同,0.79,move_in,107.423807,40.76918,113.290509,40.113744
巴彦淖尔,天津,0.76,move_in,107.423807,40.76918,117.210813,39.14393
巴彦淖尔,吴忠,0.49,move_in,107.423807,40.76918,106.208254,37.993561
渭南,运城,2.12,move_out,109.483933,34.502358,111.006854,35.038859
渭南,北京,1.2,move_out,109.483933,34.502358,116.395645,39.929986
渭南,三门峡,0.79,move_out,109.483933,34.502358,111.181262,34.78332
渭南,郑州,0.75,move_out,109.483933,34.502358,113.649644,34.75661
渭南,重庆,0.6,move_out,109.483933,34.502358,106.530635,29.544606
渭南,苏州,0.6,move_out,109.483933,34.502358,120.619907,31.317987
渭南,成都,0.54,move_out,109.483933,34.502358,104.067923,30.679943
渭南,洛阳,0.51,move_out,109.483933,34.502358,112.447525,34.657368
渭南,临汾,0.5,move_out,109.483933,34.502358,111.538788,36.099745
渭南,晋中,0.42,move_out,109.483933,34.502358,112.738514,37.693362
渭南,运城,4.62,move_in,109.483933,34.502358,111.006854,35.038859
渭南,三门峡,1.54,move_in,109.483933,34.502358,111.181262,34.78332
渭南,临汾,1.2,move_in,109.483933,34.502358,111.538788,36.099745
渭南,北京,0.95,move_in,109.483933,34.502358,116.395645,39.929986
渭南,洛阳,0.77,move_in,109.483933,34.502358,112.447525,34.657368
渭南,成都,0.72,move_in,109.483933,34.502358,104.067923,30.679943
渭南,重庆,0.7,move_in,109.483933,34.502358,106.530635,29.544606
渭南,郑州,0.62,move_in,109.483933,34.502358,113.649644,34.75661
渭南,晋中,0.59,move_in,109.483933,34.502358,112.738514,37.693362
渭南,南阳,0.44,move_in,109.483933,34.502358,112.542842,33.01142
宝鸡,天水,2.42,move_out,107.170645,34.364081,105.736932,34.584319
宝鸡,兰州,1.69,move_out,107.170645,34.364081,103.823305,36.064226
宝鸡,北京,1.46,move_out,107.170645,34.364081,116.395645,39.929986
宝鸡,平凉,1.45,move_out,107.170645,34.364081,106.688911,35.55011
宝鸡,成都,1.1,move_out,107.170645,34.364081,104.067923,30.679943
宝鸡,陇南,1.07,move_out,107.170645,34.364081,104.934573,33.39448
宝鸡,银川,0.67,move_out,107.170645,34.364081,106.206479,38.502621
宝鸡,苏州,0.63,move_out,107.170645,34.364081,120.619907,31.317987
宝鸡,郑州,0.62,move_out,107.170645,34.364081,113.649644,34.75661
宝鸡,西宁,0.57,move_out,107.170645,34.364081,101.767921,36.640739
宝鸡,天水,4.65,move_in,107.170645,34.364081,105.736932,34.584319
宝鸡,平凉,3.28,move_in,107.170645,34.364081,106.688911,35.55011
宝鸡,陇南,2.84,move_in,107.170645,34.364081,104.934573,33.39448
宝鸡,成都,1.78,move_in,107.170645,34.364081,104.067923,30.679943
宝鸡,兰州,1.51,move_in,107.170645,34.364081,103.823305,36.064226
宝鸡,北京,0.85,move_in,107.170645,34.364081,116.395645,39.929986
宝鸡,重庆,0.84,move_in,107.170645,34.364081,106.530635,29.544606
宝鸡,庆阳,0.8,move_in,107.170645,34.364081,107.644227,35.726801
宝鸡,固原,0.65,move_in,107.170645,34.364081,106.285268,36.021523
宝鸡,定西,0.6,move_in,107.170645,34.364081,104.626638,35.586056
枣庄,徐州,6.8,move_out,117.279305,34.807883,117.188107,34.271553
枣庄,上海,4.36,move_out,117.279305,34.807883,121.487899,31.249162
枣庄,苏州,3.6,move_out,117.279305,34.807883,120.619907,31.317987
枣庄,北京,3.48,move_out,117.279305,34.807883,116.395645,39.929986
枣庄,南京,1.4,move_out,117.279305,34.807883,118.778074,32.057236
枣庄,无锡,0.89,move_out,117.279305,34.807883,120.305456,31.570037
枣庄,杭州,0.87,move_out,117.279305,34.807883,120.219375,30.259244
枣庄,天津,0.87,move_out,117.279305,34.807883,117.210813,39.14393
枣庄,南通,0.79,move_out,117.279305,34.807883,120.873801,32.014665
枣庄,连云港,0.63,move_out,117.279305,34.807883,119.173872,34.601549
枣庄,徐州,9.68,move_in,117.279305,34.807883,117.188107,34.271553
枣庄,上海,1.39,move_in,117.279305,34.807883,121.487899,31.249162
枣庄,北京,1.18,move_in,117.279305,34.807883,116.395645,39.929986
枣庄,苏州,1.17,move_in,117.279305,34.807883,120.619907,31.317987
枣庄,宿州,1.03,move_in,117.279305,34.807883,116.988692,33.636772
枣庄,商丘,0.97,move_in,117.279305,34.807883,115.641886,34.438589
枣庄,南京,0.88,move_in,117.279305,34.807883,118.778074,32.057236
枣庄,连云港,0.8,move_in,117.279305,34.807883,119.173872,34.601549
枣庄,宿迁,0.61,move_in,117.279305,34.807883,118.296893,33.95205
枣庄,淮北,0.59,move_in,117.279305,34.807883,116.791447,33.960023
日照,北京,3.17,move_out,119.50718,35.420225,116.395645,39.929986
日照,连云港,2.59,move_out,119.50718,35.420225,119.173872,34.601549
日照,郑州,1.68,move_out,119.50718,35.420225,113.649644,34.75661
日照,上海,1.53,move_out,119.50718,35.420225,121.487899,31.249162
日照,南京,1.12,move_out,119.50718,35.420225,118.778074,32.057236
日照,天津,0.93,move_out,119.50718,35.420225,117.210813,39.14393
